nk,sk,tcg,name,set,sf,ck,mp
windfall,urzassaga,5.45,Windfall,Urza's Saga,2aef4608-5ba8-4636-b5e7-cac57c5c0608,9.49,6.13
thrandynamo,urzasdestiny,5.45,Thran Dynamo,Urza's Destiny,3f0c9dee-fab5-4522-9821-343f84b0c8ab,9.49,5.99
swordstoplowshares,strixhavenmysticalarchive,5.46,Swords to Plowshares,Strixhaven: Mystical Archive,cc9ece2f-7eda-4fc5-a562-3e16e71560e9,5.99,5.21
blindobedience,wildsofeldraineenchantingtales,5.52,Blind Obedience,Wilds of Eldraine: Enchanting Tales,1cb0ea8e-0707-46a8-9dc6-77c17244fd7b,6.99,4.79
sinkintostupor,modernhorizons3,5.52,Sink into Stupor,Modern Horizons 3,5358b87a-1a29-426d-b165-40c97da2c14d,10.99,5.88
giftsungiven,signaturespellbookjace,5.55,Gifts Ungiven,Signature Spellbook: Jace,024f73a3-4a01-4cfc-957a-8023ba642f21,5.99,4.75
hoardingbroodlord,marchofmachine,5.55,Hoarding Broodlord,March of the Machine,386ce3c9-869d-461c-a3de-c8add3786f73,7.49,4.58
professionalfacebreaker,streetsofnewcapenna,5.57,Professional Face-Breaker,Streets of New Capenna,42acbf52-b137-44f0-a815-2817fe8d2da2,7.99,5.72
torpororb,newphyrexia,5.61,Torpor Orb,New Phyrexia,953610f6-ea96-4e71-969f-50ecac09c091,8.49,5.69
ethersworncanonist,shardsofalara,5.66,Ethersworn Canonist,Shards of Alara,2aebe7a8-b982-4be4-83ca-3594e8f606b4,5.99,4.11
temporalmastery,modernmasters2017,5.66,Temporal Mastery,Modern Masters 2017,729cdea3-59ca-4b32-9a8a-9b0cdb4b3aaf,6.99,4.3
blindobedience,2017,5.66,Blind Obedience,Commander 2017,77fccacf-a9b3-4290-9b83-24188e7c885b,6.99,4.83
lotuscobra,foundationsjumpstart,5.67,Lotus Cobra,Foundations Jumpstart,9c3f861f-0f46-4360-970e-a5cfc5ef194b,6.99,4.5
mountain,jurassicworldcollection,5.68,Mountain,Universes Beyond: Jurassic World Collection,aae84079-b65b-4132-86fb-e82503bb6c7b,6.49,4.11
hullbreakerhorror,legendsbattleforbaldursgate,5.68,Hullbreaker Horror,Commander Legends: Battle for Baldur's Gate,bf786c50-1ba1-4f81-a800-bc98189040dd,8.99,5.86
giftsungiven,modernmasters,5.7,Gifts Ungiven,Modern Masters,79d7dbbd-7947-4d1d-aaf8-a74e1ffdae97,5.99,5.35
desperateritual,championsofkamigawa,5.75,Desperate Ritual,Champions of Kamigawa,c8bdb92a-7bdb-434b-8cc0-873969faf566,7.99,8.32
ethersworncanonist,doublemasters,5.76,Ethersworn Canonist,Double Masters,abc8e0f8-fdb9-4f24-a3e3-439f6cc3ebdc,4.49,4.05
toxicdeluge,masters,5.77,Toxic Deluge,Commander Masters,8f6fdd97-a896-4110-b48f-a6c49394f854,6.99,4.83
boromirwardenofthetower,lordofringstalesofmiddleearth,5.79,"Boromir, Warden of the Tower",Universes Beyond: The Lord of the Rings: Tales of Middle-earth,f6bc3720-2892-4dda-8f30-079a1ac8e1e2,7.99,5.72
blossomingtortoise,wildsofeldraine,5.79,Blossoming Tortoise,Wilds of Eldraine,7811a45d-6bfb-4c2a-b5a2-cccbd8cff186,6.99,5.19
notionthief,masters25,5.8,Notion Thief,Masters 25,be530d89-6735-4bd3-9369-22432fe6affb,2.99,1.97
fleshwrither,futuresight,5.84,Fleshwrither,Future Sight,08e1a646-6925-4a53-a99c-8951af016a7a,4.49,2.51
lotuscobra,zendikarrising,5.88,Lotus Cobra,Zendikar Rising,a4b759f0-901f-4be3-93fa-224609b08d48,6.49,5.4
toxicdeluge,doublemasters,5.88,Toxic Deluge,Double Masters,d00fa18f-d50a-4d3f-929e-91f29141b1df,6.99,5.93
riteofflame,coldsnap,5.94,Rite of Flame,Coldsnap,c062caf7-f0eb-44db-9f74-e6711a13fada,8.49,5.99
chordofcalling,doublemasters,5.95,Chord of Calling,Double Masters,dac257a9-39bf-4185-9d2e-f80f0848a96a,7.99,5.99
counterbalance,coldsnap,5.98,Counterbalance,Coldsnap,c329ff2b-0331-4934-a8df-870dd7bf402b,5.49,4.95
nivmizzetparun,legendsbattleforbaldursgate,5.98,"Niv-Mizzet, Parun",Commander Legends: Battle for Baldur's Gate,3035a97f-5104-4b56-84a4-5206e75607fc,5.99,6.76
elvishreclaimer,coreset2020,5.99,Elvish Reclaimer,Core Set 2020,39c431d7-d94b-46c4-bb89-f3db56214ab4,5.99,4.66
sulfuroussprings,9thedition,5.99,Sulfurous Springs,9th Edition,d5da34c3-53c7-401a-8f7e-f3cc8a42c888,5.99,3.95
dwarvenbloodboiler,judgment,5.99,Dwarven Bloodboiler,Judgment,9ac576b2-cda4-4aea-aa5c-933ec0457dda,9.99,6.7
carpetofflowers,urzassaga,6.0,Carpet of Flowers,Urza's Saga,93abb48a-85f2-432d-8602-0a1d17fbb409,6.49,5.31
whirofinvention,aetherrevolt,6.03,Whir of Invention,Aether Revolt,0279fd3c-9252-4958-9d7a-5f33aa25907e,8.49,5.21
clockofomens,fifthdawn,6.06,Clock of Omens,Fifth Dawn,0ffce71b-eb60-4649-a62b-a1b4acaa9d2d,5.99,3.97
ethersworncanonist,modernmasters,6.08,Ethersworn Canonist,Modern Masters,992efc14-29d0-4a33-976e-28bb0a5f6b52,5.49,4.59
riteofflame,signaturespellbookchandra,6.1,Rite of Flame,Signature Spellbook: Chandra,10548126-2bac-435d-b7ee-cbfea97a40ea,8.99,5.62
sulfuroussprings,10thedition,6.14,Sulfurous Springs,10th Edition,ca7f2426-5a56-4dca-a059-65aa7266ac83,4.99,7.51
teferitimeraveler,warofspark,6.23,"Teferi, Time Raveler",War of the Spark,5cb76266-ae50-4bbc-8f96-d98f309b02d3,7.49,6.02
dismember,timespiralremastered,6.26,Dismember,Time Spiral: Remastered,08d405dc-180f-4edb-8c53-80a034ee622e,8.49,6.32
beseechthequeen,planechase,6.29,Beseech the Queen,Planechase,f7d6a020-8843-4a97-9d00-86f3928e8acd,8.49,9.37
snuffout,doctorwho,6.34,Snuff Out,Universes Beyond: Doctor Who,760660d0-06f2-49ea-afbf-647d7f1ea151,8.49,6.51
desperateritual,modernmasters,6.34,Desperate Ritual,Modern Masters,0827c728-5526-4abe-ad21-311594a0bc13,7.49,7.09
hullbreakerhorror,innistradremastered,6.36,Hullbreaker Horror,Innistrad Remastered,137acb70-a1fd-4ea9-a5d9-f4b438eb5e82,8.49,6.81
selvalaheartofthewilds,masters,6.4,"Selvala, Heart of the Wilds",Commander Masters,7d711cb2-4f34-4792-90d7-2be5d329a347,6.99,4.63
rootmaze,tempest,6.41,Root Maze,Tempest,99a12b74-f191-4362-81ab-77590ae5e68f,9.49,8.23
kessigflamebreather,innistraddoublefeature,6.43,Kessig Flamebreather,Innistrad: Double Feature,04d9b71a-cbe6-4187-8fac-84d8ccd9a9cb,7.99,6.53
professionalfacebreaker,jumpstart2022,6.43,Professional Face-Breaker,Jumpstart 2022,9c2561e6-c5b6-4c88-896e-67b33b8cf6bc,8.49,7.03
hallowedfountain,lorwyneclipsed,6.49,Hallowed Fountain,Lorwyn Eclipsed,e056b55f-82ed-4fe0-ab0c-bb20fa4a218a,10.99,6.72
ornithopter,antiquities,6.51,Ornithopter,Antiquities,59cc9bdb-7cf2-4795-bac7-ffff605c9eb0,6.49,6.75
chordofcalling,ravnicaremastered,6.51,Chord of Calling,Ravnica Remastered,b18fe7e0-8344-40cc-b242-83f01c6be7a6,7.99,5.62
darkritual,masters25,6.51,Dark Ritual,Masters 25,95f27eeb-6f14-4db3-adb9-9be5ed76b34b,4.49,3.9
impsmischief,masters,6.53,Imp's Mischief,Commander Masters,0eb0e8e7-266f-441e-b1cd-12b8ec3f7d71,9.49,7.03
defensegrid,8thedition,6.54,Defense Grid,8th Edition,61527b06-bbc9-4f3c-a5db-98ef02063482,9.99,9.27
hullbreakerhorror,innistradcrimsonvow,6.55,Hullbreaker Horror,Innistrad: Crimson Vow,4b546bcf-2e86-42af-bf32-81c7fd36ef8c,8.99,6.08
twincast,10thedition,6.59,Twincast,10th Edition,07d65aee-242e-4255-b2a7-5a3a3b464b48,9.49,8.73
willowrushverge,aetherdrift,6.66,Willowrush Verge,Aetherdrift,758d93d5-3f66-4395-a928-000485396c87,9.99,5.8
defensegrid,9thedition,6.66,Defense Grid,9th Edition,f939dac5-ad71-4163-adde-4f435412477c,8.49,7.97
lotuscobra,iconicmasters,6.7,Lotus Cobra,Iconic Masters,da6365c6-bd12-4d02-a403-60d0c5290c06,6.99,6.14
fieryislet,modernhorizons,6.75,Fiery Islet,Modern Horizons,a3aab13c-9d9d-4507-ae5d-da979990ae1b,6.99,6.24
multiversalpassage,marvelsspiderman,6.77,Multiversal Passage,Marvel's Spider-Man,f5fb426a-5618-4dd4-9c51-0cc847be8c1d,10.99,5.71
archivistofoghma,legendsbattleforbaldursgate,6.87,Archivist of Oghma,Commander Legends: Battle for Baldur's Gate,f6589e02-8c84-4069-88d1-ebcc8520cae1,9.49,6.4
sulfuroussprings,7thedition,6.9,Sulfurous Springs,7th Edition,d31327f6-f076-4366-9c7a-b084516ba215,5.99,6.83
bloodmoon,9thedition,6.91,Blood Moon,9th Edition,18fec1a2-20b0-4412-9392-8a5004f9027e,11.99,8.86
noxiousrevival,newphyrexia,6.93,Noxious Revival,New Phyrexia,1bdd1243-1d14-496a-9b7a-0c5b34461361,10.99,6.87
selvalaheartofthewilds,jumpstart,6.95,"Selvala, Heart of the Wilds",Jumpstart,fb87782d-e9c7-440b-bd96-aa043d18e185,5.49,4.06
magusofthemoon,futuresight,6.97,Magus of the Moon,Future Sight,c06a4443-6851-4873-8fb8-2ef76c9d6d2c,7.99,6.65
coolbutrude,teenagemutantninjaturtles,7.01,Cool but Rude,Teenage Mutant Ninja Turtles,a566ab2d-6ec8-4833-8ad6-210378b1a20e,12.99,7.13
deathriteshaman,returntoravnica,7.01,Deathrite Shaman,Return to Ravnica,70496f16-c4c0-4c03-beef-454eb4824cd1,8.49,6.7
desertedtemple,odyssey,7.02,Deserted Temple,Odyssey,d1fa74b2-f9bd-4617-8b65-878781f3a2fd,8.99,6.25
snuffout,mercadianmasques,7.1,Snuff Out,Mercadian Masques,18a3cca1-e50e-49b6-9e1a-f86640e3b177,12.99,7.4
professoronyx,strixhavenschoolofmages,7.11,Professor Onyx,Strixhaven: School of Mages,013eeb99-1b66-4fba-ad96-78deee901ea4,7.99,6.14
submerge,nemesis,7.12,Submerge,Nemesis,d2741fe4-37fe-427f-ae85-5107991d4eee,5.99,5.21
twincast,saviorsofkamigawa,7.14,Twincast,Saviors of Kamigawa,1a367559-1d84-4f6f-9e6e-ff90de420389,9.99,7.6
rejuvenatingsprings,masters,7.16,Rejuvenating Springs,Commander Masters,455be293-80cf-4bc6-8904-8dd21a2b9d19,8.49,7.54
timesieve,alarareborn,7.17,Time Sieve,Alara Reborn,c620e565-f5e1-467c-a1d1-8d05228b2f37,11.99,9.37
kederektparasite,conflux,7.2,Kederekt Parasite,Conflux,878c7d8c-4df0-43ac-8197-d89c8be5e70d,11.99,5.21
desperateritual,dueldecksmindvsmight,7.21,Desperate Ritual,Duel Decks: Mind vs. Might,1f86cd5e-1b6f-4528-9d5b-f406261c8d41,7.49,6.99
teferitimeraveler,ravnicaremastered,7.23,"Teferi, Time Raveler",Ravnica Remastered,662fe50f-d75c-422c-8c6c-1f9b5c4ba21f,8.49,7.02
stranglehold,,7.24,Stranglehold,Commander,10a4d051-8e13-47c1-bfd6-17ab44670250,9.99,11.75
teveshszatdoomoffools,legends,7.35,"Tevesh Szat, Doom of Fools",Commander Legends,8f244716-78ab-46f5-b6e9-fc1e6db28052,7.99,7.29
voltaickey,urzassaga,7.36,Voltaic Key,Urza's Saga,1aa4baf7-4693-4c55-af04-2fa5d901d701,7.49,7.22
nezahalprimaltide,legends,7.4,"Nezahal, Primal Tide",Commander Legends,a959b40d-dd8c-49d8-8003-744d0c877b04,11.99,7.81
xorn,adventuresinforgottenrealms,7.43,Xorn,Adventures in the Forgotten Realms,f73fdf76-e3a6-49d0-bfb0-4b7cdbd4271e,10.99,7.8
doomsday,masters25,7.44,Doomsday,Masters 25,68c73755-9678-467a-abd5-f8dd1556864e,9.99,6.77
stranglehold,anthology,7.45,Stranglehold,Commander Anthology,da81e6e9-90f2-4dad-894c-1952f05264c2,8.49,10.24
templegarden,guildsofravnica,7.46,Temple Garden,Guilds of Ravnica,2b9b0195-beda-403e-bc27-7ae3be9f318c,9.99,7.55
commandbeacon,legends,7.49,Command Beacon,Commander Legends,0bec6181-e214-4833-8c2f-8a10d59b2879,11.99,8.03
templegarden,lorwyneclipsed,7.5,Temple Garden,Lorwyn Eclipsed,6cdd2a74-63b3-4ff2-9c5a-a85dee63c3c9,10.99,7.29
arenaofglory,modernhorizons3,7.5,Arena of Glory,Modern Horizons 3,dd148edc-9e43-41aa-bb50-f912115d3e72,11.99,6.61
mountdoom,lordofringstalesofmiddleearth,7.5,Mount Doom,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,b5bc71a1-2344-4bc6-aa60-658cec19d0d6,9.49,7.41
commandbeacon,2015,7.51,Command Beacon,Commander 2015,166fa02f-e456-48ca-8ac3-d217afceff4d,11.99,7.76
manifoldkey,timespiralremastered,7.51,Manifold Key,Time Spiral: Remastered,15e74de1-1f1f-4886-ba33-644db34df588,8.49,7.74
toxicdeluge,2013,7.59,Toxic Deluge,Commander 2013,564caf57-4ba5-4993-a35e-945699c94eb7,10.99,7.8
cullingtheweak,exodus,7.59,Culling the Weak,Exodus,50c33f18-0a5c-4e46-ab0d-6e450915594f,11.99,7.77
sidisiundeadvizier,dragonsoftarkir,7.59,"Sidisi, Undead Vizier",Dragons of Tarkir,6ea5dbba-6114-4d97-9363-817ab9e896d3,9.49,7.14
bloodmoon,masters25,7.61,Blood Moon,Masters 25,d50988ad-a7dc-4ae3-bdd7-c4d6d3789bf2,9.49,7.49
nezahalprimaltide,rivalsofixalan,7.64,"Nezahal, Primal Tide",Rivals of Ixalan,48eba418-94ab-46a3-958c-4d5058fc2bcd,13.99,7.94
rejuvenatingsprings,legends,7.65,Rejuvenating Springs,Commander Legends,51e69910-0d90-48a0-af29-3cddaeec5151,8.49,6.95
desperateritual,ultimatemasters,7.71,Desperate Ritual,Ultimate Masters,3825b85d-07df-43b9-a8d8-930863262d83,6.99,6.4
castlegarenbrig,throneofeldraine,7.73,Castle Garenbrig,Throne of Eldraine,e3c2c66c-f7f0-41d5-a805-a129aeaf1b75,12.99,7.29
formidablespeaker,lorwyneclipsed,7.73,Formidable Speaker,Lorwyn Eclipsed,265522eb-4f6a-40e7-b374-3833fa63c80b,10.99,7.11
impsmischief,planarchaos,7.77,Imp's Mischief,Planar Chaos,22ec70a6-40b7-41da-a6c0-c140cadf5509,13.99,9.68
fleshduplicate,doctorwho,7.77,Flesh Duplicate,Universes Beyond: Doctor Who,512e9bd2-77b9-4c1c-8d30-e6249dbd930e,7.99,8.01
crystalvein,2014,7.78,Crystal Vein,Commander 2014,eb81b6e3-ec2b-4f2f-a8dc-8c37bde3e1d1,8.99,8.06
impsmischief,outlawsofthunderjunctionbreakingnews,7.79,Imp's Mischief,Outlaws of Thunder Junction: Breaking News,41137be4-cfc2-40dc-873a-b9a63d0d8ea6,9.99,6.75
wheelofmisfortune,legends,7.8,Wheel of Misfortune,Commander Legends,74177b51-a300-49d9-8ea7-557b19cf80c7,10.99,7.8
startingtown,finalfantasy,7.83,Starting Town,FINAL FANTASY,fc7d1912-7e27-49ef-bd98-375d975a42b0,10.99,7.43
templegarden,returntoravnica,7.87,Temple Garden,Return to Ravnica,b821e604-f9fd-47a4-b5ff-bfb5022834c2,12.99,7.73
nivmizzetparun,ravnicaremastered,7.88,"Niv-Mizzet, Parun",Ravnica Remastered,7be6bedd-8d38-4bd9-aa93-29f88a7f0126,5.99,8.53
mindcrank,newphyrexia,7.9,Mindcrank,New Phyrexia,d13a5ae0-d76a-4430-98c1-47a19e615e2c,11.99,8.2
bloodmoon,modernmasters,7.94,Blood Moon,Modern Masters,310647b0-54a4-4c0a-acdd-5e8e91972a87,11.99,27.09
pyroblast,iceage,7.96,Pyroblast,Ice Age,c342cac5-08ae-4428-9c2c-f6c5904e54d2,12.99,8.64
summonerspact,futuresight,7.96,Summoner's Pact,Future Sight,948b026c-cfce-462b-afb6-7a383bd121de,9.99,7.11
schemingsymmetry,coreset2020,7.96,Scheming Symmetry,Core Set 2020,01acc50b-856d-442d-9880-1a892b40643b,12.99,8.48
bloodmoon,8thedition,7.99,Blood Moon,8th Edition,2d75a5e3-4bec-4c2c-a9ad-f894cde292fd,11.99,7.91
forceofvigor,outlawsofthunderjunctionbreakingnews,8.04,Force of Vigor,Outlaws of Thunder Junction: Breaking News,3d98d6a5-36a0-441f-ac64-9d02b2dbb773,9.99,7.29
toxicdeluge,eternalmasters,8.1,Toxic Deluge,Eternal Masters,6d796c01-0821-4a20-a256-d98b774faedc,7.49,8.22
sunquanlordofwu,masters,8.12,"Sun Quan, Lord of Wu",Commander Masters,78c71971-fa26-4ae6-aa6f-a401e5285b76,11.99,8.73
deathriteshaman,ravnicaremastered,8.13,Deathrite Shaman,Ravnica Remastered,cfdb1c47-14be-491f-88b3-bed03489dbc5,9.49,8.83
traininggrounds,riseofeldrazi,8.14,Training Grounds,Rise of the Eldrazi,e2cf16f8-6e69-46b3-8453-1d1a2a5670e2,13.99,8.36
growingritesofitlimoc,ixalan,8.15,Growing Rites of Itlimoc,Ixalan,b3b87bfc-f97f-4734-94f6-e3e2f335fc4d,15.99,9.72
stealenchantment,tempest,8.17,Steal Enchantment,Tempest,734be7fa-0998-4771-9b97-4989b3fc1471,5.99,8.28
untimelymalfunction,duskmournhouseofhorror,8.18,Untimely Malfunction,Duskmourn: House of Horror,857bfb0e-17dc-4dda-bc37-3df927a9eae6,11.99,7.29
timesieve,doublemasters,8.19,Time Sieve,Double Masters,c2e8b424-0cec-490e-a571-bd051f952adf,9.99,7.18
bloodmoon,chronicles,8.21,Blood Moon,Chronicles,49673567-c358-4de8-99eb-1a61b7198d46,11.99,9.35
bloodmoon,doublemasters,8.24,Blood Moon,Double Masters,d072e9ca-aae7-45dc-8025-3ce590bae63f,9.49,7.8
hallowedfountain,returntoravnica,8.25,Hallowed Fountain,Return to Ravnica,af7091c9-5f98-4078-a42b-c9e057346d9b,11.99,7.85
deathriteshaman,eternalmasters,8.26,Deathrite Shaman,Eternal Masters,d14f9fc8-e48c-473f-ba6b-9cffce94bb53,8.99,7.81
reanimate,jumpstart,8.27,Reanimate,Jumpstart,652271a0-80e8-4b9b-8823-26c1528378fc,11.99,8.17
glinthornbuccaneer,coreset2020,8.27,Glint-Horn Buccaneer,Core Set 2020,df2df9cb-14f5-470f-b438-20f4ae8d0d59,13.99,6.32
hallowedfountain,ravnicaallegiance,8.28,Hallowed Fountain,Ravnica Allegiance,f97a6d34-03ab-49f1-b02e-405b733f8843,10.99,8.12
demonicconsultation,iceage,8.33,Demonic Consultation,Ice Age,8d727b9b-6114-414d-9172-16b6e1db41cc,8.99,7.28
bloodmoon,modernmasters2017,8.34,Blood Moon,Modern Masters 2017,8d045477-7593-46f9-8b40-1356aff1132f,12.99,8.65
forceofdespair,modernhorizons,8.36,Force of Despair,Modern Horizons,8f497b0d-4448-4201-bd55-c147da1a216d,10.99,8.22
forest,jurassicworldcollection,8.38,Forest,Universes Beyond: Jurassic World Collection,7e703632-5ed0-4509-a12b-594269f865f1,9.49,7.8
sanctumofeternity,2019,8.4,Sanctum of Eternity,Commander 2019,a680cc6d-9c31-4f5d-808f-dace92bf4346,13.99,7.28
flusterstorm,iconicmasters,8.48,Flusterstorm,Iconic Masters,f900eeb7-7c45-44bc-ad3a-0bbe594ecf50,7.99,7.81
forceofvigor,modernhorizons,8.5,Force of Vigor,Modern Horizons,017c415b-d635-43c6-92b8-8c95d1c4ff8d,10.99,8.11
darkritual,warhammer40000,8.57,Dark Ritual,"Universes Beyond: Warhammer 40,000",a5dc69ff-b3d4-420e-858c-4880d852c415,7.49,4.87
doomsday,weatherlight,8.59,Doomsday,Weatherlight,5b3c6d87-9383-450b-bba5-33435b6b0d08,10.99,9.62
deathriteshaman,guildsofravnicaguildkits,8.59,Deathrite Shaman,Guilds of Ravnica: Guild Kits,a65e485b-03a2-4634-9218-f5bb7c104d41,9.99,17.99
chaoswarp,strixhavenmysticalarchive,8.59,Chaos Warp,Strixhaven: Mystical Archive,6d0a3996-5a03-481b-9bda-15c6f6e5f9c4,8.49,8.83
sylvansafekeeper,2014,8.59,Sylvan Safekeeper,Commander 2014,c16b4eff-47fb-4643-b73c-edb55451b02e,9.49,6.34
mentalmisstep,newphyrexia,8.62,Mental Misstep,New Phyrexia,61e9c6df-1c84-4eab-9076-a4feb6347c10,10.99,7.21
mnemonicbetrayal,guildsofravnica,8.62,Mnemonic Betrayal,Guilds of Ravnica,a5cf45aa-ed34-4add-a2ec-fc11f8c15ffa,9.49,8.33
toxicdeluge,collectionblack,8.64,Toxic Deluge,Commander Collection: Black,db34617f-b04f-4b65-84cf-5c5be1eb7226,9.49,8.7
jeweledamulet,iceage,8.69,Jeweled Amulet,Ice Age,34f7bad2-d28f-42d2-9246-fe3545ef49a7,9.49,7.36
flusterstorm,secretsofstrixhavenmysticalarchive,8.69,Flusterstorm,Secrets of Strixhaven: Mystical Archive,ba8fa9db-f24f-46d4-add1-71b7f77636e2,8.99,6.18
urzasbauble,iceage,8.72,Urza's Bauble,Ice Age,58c9e9a7-e170-4361-b7d5-22fc0771c489,11.99,7.66
deepgnometerramancer,legendsbattleforbaldursgate,8.77,Deep Gnome Terramancer,Commander Legends: Battle for Baldur's Gate,cc75f9f1-5873-450f-a0b2-871b55036954,8.99,8.92
mutavault,morningtide,8.77,Mutavault,Morningtide,8ca3c48b-f104-4292-9a4e-2ce87a65893c,9.99,9.11
traininggrounds,marchofmachineaftermath,8.81,Training Grounds,March of the Machine: The Aftermath,991c27ed-f53c-48c6-8c12-282f44b8d441,11.99,7.3
growingritesofitlimoc,lostcavernsofixalan,8.83,Growing Rites of Itlimoc,The Lost Caverns of Ixalan,004524bf-b249-4dac-9c10-44d57143feb9,13.99,9.11
animatedead,eternalmasters,8.88,Animate Dead,Eternal Masters,7b83536a-efa4-41f3-9424-75b0efc0aea5,7.99,8.22
overgrowntomb,lorwyneclipsed,8.93,Overgrown Tomb,Lorwyn Eclipsed,45b92924-baa1-4c9b-9932-9a5eda8f3446,12.99,8.83
crystalvein,anthology,8.93,Crystal Vein,Commander Anthology,1c28ab69-1a46-45af-a331-1f52f99a9da3,11.99,8.05
slicerhiredmuscle,transformers,8.94,"Slicer, Hired Muscle",Universes Beyond: Transformers,9d9a9350-4734-4cc1-986d-467e6715199f,10.99,7.57
chimiltheinnersun,lostcavernsofixalan,8.97,"Chimil, the Inner Sun",The Lost Caverns of Ixalan,27a1bfb5-ddfc-49cf-baa3-5d1958d2067a,8.99,8.71
jacewielderofmysteries,warofspark,8.97,"Jace, Wielder of Mysteries",War of the Spark,6adb7d73-4482-4930-8497-cffd169b57e2,11.99,9.48
angelsgrace,modernmasters,9.0,Angel's Grace,Modern Masters,310deafe-124b-4813-a383-bc9a9d028cfc,6.99,4.85
hullbreakerhorror,innistraddoublefeature,9.0,Hullbreaker Horror,Innistrad: Double Feature,0cabce8a-22bf-4c3a-9dc9-27169595780e,11.99,9.84
godlessshrine,edgeofeternities,9.01,Godless Shrine,Edge of Eternities,8c542ea4-98c3-4c2d-9066-205ab7aa697a,13.99,8.23
glinthornbuccaneer,jumpstart2022,9.03,Glint-Horn Buccaneer,Jumpstart 2022,0884ffe1-4f4c-40a4-88c2-d34a19d80dd9,13.99,9.43
bloodcrypt,lorwyneclipsed,9.06,Blood Crypt,Lorwyn Eclipsed,6da63cc5-4624-4491-abd9-9b600c3fefe2,13.99,9.44
waterygrave,edgeofeternities,9.07,Watery Grave,Edge of Eternities,5b8170dc-6a90-46fc-9989-7575f3d402b5,14.99,9.27
reanimate,outlawsofthunderjunctionbreakingnews,9.12,Reanimate,Outlaws of Thunder Junction: Breaking News,609c34f9-9f53-4773-a02b-517209024fc2,11.99,8.09
bloodmoon,wildsofeldraineenchantingtales,9.14,Blood Moon,Wilds of Eldraine: Enchanting Tales,b0dbdacf-59b5-46fc-9635-fd4fb1527189,13.99,9.95
mysticremora,iceage,9.16,Mystic Remora,Ice Age,58e93dff-b774-4765-b7bd-d3957e42ff4a,11.99,10.36
waterygrave,guildsofravnica,9.17,Watery Grave,Guilds of Ravnica,7d4595f2-9297-40dc-b2dd-7144bbb401f7,14.99,9.89
vilisbrokerofblood,coreset2020,9.19,"Vilis, Broker of Blood",Core Set 2020,ecdf2bd9-87b9-470a-ad2e-0ebf98560f87,14.99,9.37
mindbreaktrap,outlawsofthunderjunctionbreakingnews,9.23,Mindbreak Trap,Outlaws of Thunder Junction: Breaking News,4ddb33dd-a92a-4f71-bcb3-56678ef5e45d,10.99,8.22
ajaninacatlpariah,modernhorizons3,9.27,"Ajani, Nacatl Pariah",Modern Horizons 3,0d16e8e0-31b2-4389-afd6-783c501f6fa0,13.99,6.66
giftsungiven,championsofkamigawa,9.33,Gifts Ungiven,Champions of Kamigawa,32b91eb5-ea53-4a21-a2e5-9c545a42fa30,7.99,5.43
angelsgrace,timespiral,9.33,Angel's Grace,Time Spiral,580cb5be-fa59-4eb9-8808-7d2943fb6413,5.99,6.42
bloodcrypt,ravnicaallegiance,9.36,Blood Crypt,Ravnica Allegiance,5faba6c8-3463-47c1-ba01-09eb87fcb2d5,13.99,9.37
templegarden,ravnicaremastered,9.36,Temple Garden,Ravnica Remastered,18d2e383-d380-4d18-8aad-bd8ea093a16c,10.99,8.04
overgrowntomb,returntoravnica,9.36,Overgrown Tomb,Return to Ravnica,1c7d50d6-b63a-4d8c-88fa-1d78ae693a45,15.99,10.42
kaitobaneofnightmares,duskmournhouseofhorror,9.39,"Kaito, Bane of Nightmares",Duskmourn: House of Horror,55a14f30-4ff9-4472-90a6-c3139f1c18e5,16.99,8.33
breedingpool,edgeofeternities,9.41,Breeding Pool,Edge of Eternities,3c750d5a-f743-41ff-b5ba-02025ca0bec2,15.99,8.28
rainoffilth,urzassaga,9.44,Rain of Filth,Urza's Saga,1cf07d5a-6618-48e2-a9f0-669b75bb6e85,10.99,8.94
crystalvein,mirage,9.47,Crystal Vein,Mirage,1afb6e29-058e-44c5-a3fa-56c462f070a0,9.49,8.31
chandraawakenedinferno,coreset2020,9.5,"Chandra, Awakened Inferno",Core Set 2020,49d2a680-4f3b-4bfa-b77b-d2dfaced9f23,13.99,8.28
ephemerate,strixhavenmysticalarchive,9.57,Ephemerate,Strixhaven: Mystical Archive,7be5092f-cd24-4aea-824e-67b9767019b2,9.49,7.81
walkingballista,jumpstart2022,9.58,Walking Ballista,Jumpstart 2022,c353a09f-8a5a-41ce-97dc-60e7350460c0,14.99,9.79
reanimate,ultimatemasters,9.6,Reanimate,Ultimate Masters,04fc99dc-bfbe-4567-b791-6b1db96471ec,11.99,9.94
commandeer,coldsnap,9.6,Commandeer,Coldsnap,7e6e6204-c622-4efe-ac4f-8195528cec9c,10.99,9.59
godlessshrine,ravnicaallegiance,9.66,Godless Shrine,Ravnica Allegiance,ced4c824-2dfc-42ae-84e6-09f8e3f51b5b,13.99,9.48
shatterskullsmashing,zendikarrising,9.68,Shatterskull Smashing,Zendikar Rising,bc7239ea-f8aa-4a6f-87bd-c35359635673,13.99,9.63
forbiddenorchard,doublemasters2022,9.72,Forbidden Orchard,Double Masters 2022,17db644c-1acf-477d-9c20-f72221f1108a,12.99,7.79
