,tcgplayer,cardkingdom,manapool,name,set,nk
276469,1.46,2.79,1.3,Path to Exile,Double Masters 2022,pathtoexile
276343,0.58,0.99,0.46,Pithing Needle,Double Masters 2022,pithingneedle
276539,0.41,0.59,0.19,"Rishkar, Peema Renegade",Double Masters 2022,rishkarpeemarenegade
276270,44.19,54.99,40.1,Sensei's Divining Top,Double Masters 2022,senseisdiviningtop
277154,0.33,0.35,0.15,Spell Pierce,Double Masters 2022,spellpierce
277161,56.59,59.99,56.04,Smothering Tithe,Double Masters 2022,smotheringtithe
276669,2.85,4.49,1.77,Surgical Extraction,Double Masters 2022,surgicalextraction
276512,1.74,1.49,1.34,Thousand-Year Storm,Double Masters 2022,thousandyearstorm
277214,17.34,21.99,14.82,Warrior's Oath,Double Masters 2022,warriorsoath
272582,0.93,0.99,0.46,Arcane Signet,Commander Legends: Battle for Baldur's Gate,arcanesignet
272914,6.93,9.49,6.16,Archivist of Oghma,Commander Legends: Battle for Baldur's Gate,archivistofoghma
273720,1.36,0.69,0.76,Aven Mindcensor,Commander Legends: Battle for Baldur's Gate,avenmindcensor
273674,19.1,23.99,19.01,Black Market Connections,Commander Legends: Battle for Baldur's Gate,blackmarketconnections
273577,1.7,1.99,1.33,Blasphemous Act,Commander Legends: Battle for Baldur's Gate,blasphemousact
273731,1.88,1.49,1.92,Changeling Outcast,Commander Legends: Battle for Baldur's Gate,changelingoutcast
273576,0.53,0.69,0.48,Chaos Warp,Commander Legends: Battle for Baldur's Gate,chaoswarp
272580,0.41,0.69,0.26,Command Tower,Commander Legends: Battle for Baldur's Gate,commandtower
273484,0.52,0.99,0.46,Crippling Fear,Commander Legends: Battle for Baldur's Gate,cripplingfear
273584,3.75,4.49,3.85,Curse of Opulence,Commander Legends: Battle for Baldur's Gate,curseofopulence
273676,8.73,8.99,8.52,Deep Gnome Terramancer,Commander Legends: Battle for Baldur's Gate,deepgnometerramancer
272901,30.94,34.99,28.12,Displacer Kitten,Commander Legends: Battle for Baldur's Gate,displacerkitten
273511,0.35,0.49,0.2,Exotic Orchard,Commander Legends: Battle for Baldur's Gate,exoticorchard
273879,1.55,1.79,0.72,Fellwar Stone,Commander Legends: Battle for Baldur's Gate,fellwarstone
273460,5.61,8.49,5.86,Hullbreaker Horror,Commander Legends: Battle for Baldur's Gate,hullbreakerhorror
273798,40.54,44.99,42.38,Jeska's Will,Commander Legends: Battle for Baldur's Gate,jeskaswill
273802,0.33,0.59,0.3,Light Up the Stage,Commander Legends: Battle for Baldur's Gate,lightupthestage
267051,1.34,1.99,0.98,Lightning Bolt,Commander Legends: Battle for Baldur's Gate,lightningbolt
267058,19.1,23.99,16.580000000000002,Luxury Suite,Commander Legends: Battle for Baldur's Gate,luxurysuite
273743,2.25,1.99,1.59,Maskwood Nexus,Commander Legends: Battle for Baldur's Gate,maskwoodnexus
273376,1.45,2.29,1.09,Manifold Key,Commander Legends: Battle for Baldur's Gate,manifoldkey
273115,0.35,0.79,0.25,Mind Stone,Commander Legends: Battle for Baldur's Gate,mindstone
273500,13.08,10.99,9.85,Mindcrank,Commander Legends: Battle for Baldur's Gate,mindcrank
267057,28.96,39.99,28.13,Morphic Pool,Commander Legends: Battle for Baldur's Gate,morphicpool
273750,3.8,6.99,4.05,Mutavault,Commander Legends: Battle for Baldur's Gate,mutavault
273549,5.98,5.99,5.59,"Niv-Mizzet, Parun",Commander Legends: Battle for Baldur's Gate,nivmizzetparun
273475,0.31,0.49,0.25,Phyrexian Revoker,Commander Legends: Battle for Baldur's Gate,phyrexianrevoker
273386,0.36,0.79,0.29,Prized Statue,Commander Legends: Battle for Baldur's Gate,prizedstatue
267055,17.86,29.99,20.25,Sea of Clouds,Commander Legends: Battle for Baldur's Gate,seaofclouds
273739,0.77,1.29,0.56,Sevinne's Reclamation,Commander Legends: Battle for Baldur's Gate,sevinnesreclamation
273501,1.7,2.49,1.59,Sol Ring,Commander Legends: Battle for Baldur's Gate,solring
273502,2.86,2.79,2.14,Talisman of Dominance,Commander Legends: Battle for Baldur's Gate,talismanofdominance
273587,3.02,3.49,2.58,Talisman of Creativity,Commander Legends: Battle for Baldur's Gate,talismanofcreativity
273747,1.02,1.29,0.68,Talisman of Hierarchy,Commander Legends: Battle for Baldur's Gate,talismanofhierarchy
269364,0.62,0.79,0.46,Arcane Signet,Commander: Streets of New Capenna,arcanesignet
269716,2.3,2.29,1.35,Blasphemous Act,Commander: Streets of New Capenna,blasphemousact
269664,0.54,0.79,0.46,Chaos Warp,Commander: Streets of New Capenna,chaoswarp
269374,0.36,0.69,0.3,Command Tower,Commander: Streets of New Capenna,commandtower
269427,0.96,0.99,0.47000000000000003,Devoted Druid,Commander: Streets of New Capenna,devoteddruid
269242,0.53,0.69,0.2,Extravagant Replication,Commander: Streets of New Capenna,extravagantreplication
269404,0.35,0.49,0.18,Exotic Orchard,Commander: Streets of New Capenna,exoticorchard
269367,1.34,1.49,0.8,Fellwar Stone,Commander: Streets of New Capenna,fellwarstone
269408,5.72,7.49,5.0,Gavony Township,Commander: Streets of New Capenna,gavonytownship
269749,2.48,3.49,2.34,Ghostly Pilferer,Commander: Streets of New Capenna,ghostlypilferer
269438,2.37,1.99,1.52,Incubation Druid,Commander: Streets of New Capenna,incubationdruid
269636,1.54,2.49,1.4000000000000001,Path to Exile,Commander: Streets of New Capenna,pathtoexile
269358,2.96,3.99,2.08,Ponder,Commander: Streets of New Capenna,ponder
269359,0.83,1.79,0.63,Preordain,Commander: Streets of New Capenna,preordain
269458,0.37,0.59,0.15,"Rishkar, Peema Renegade",Commander: Streets of New Capenna,rishkarpeemarenegade
269444,0.21,0.49,0.15,Scavenging Ooze,Commander: Streets of New Capenna,scavengingooze
269371,1.67,2.49,1.42,Sol Ring,Commander: Streets of New Capenna,solring
269773,1.71,,1.41,Swords to Plowshares,Commander: Streets of New Capenna,swordstoplowshares
269717,3.82,6.99,2.69,"Tivit, Seller of Secrets",Commander: Streets of New Capenna,tivitsellerofsecrets
269450,0.36,0.49,0.15,Wall of Roots,Commander: Streets of New Capenna,wallofroots
268317,2.69,4.49,2.24,An Offer You Can't Refuse,Streets of New Capenna,anofferyoucantrefuse
268769,0.25,0.35,0.15,Disdainful Stroke,Streets of New Capenna,disdainfulstroke
268665,5.51,7.99,5.72,Professional Face-Breaker,Streets of New Capenna,professionalfacebreaker
268782,0.61,1.29,0.2,Shadow of Mortality,Streets of New Capenna,shadowofmortality
268735,0.37,0.99,0.15,Unlicensed Hearse,Streets of New Capenna,unlicensedhearse
269144,5.58,6.99,4.95,An Offer You Can't Refuse,Promo Pack: Streets of New Capenna,anofferyoucantrefuse
270607,,,,Extravagant Replication,Promo Pack: Streets of New Capenna,extravagantreplication
270006,6.4,8.49,6.5200000000000005,Professional Face-Breaker,Promo Pack: Streets of New Capenna,professionalfacebreaker
270076,3.74,,1.54,Shadow of Mortality,Promo Pack: Streets of New Capenna,shadowofmortality
270010,0.75,1.29,0.5,Unlicensed Hearse,Promo Pack: Streets of New Capenna,unlicensedhearse
263036,0.58,0.99,0.52,Arcane Signet,Commander: Kamigawa: Neon Dynasty,arcanesignet
263018,0.52,0.79,0.42,Chaos Warp,Commander: Kamigawa: Neon Dynasty,chaoswarp
263060,0.33,0.69,0.3,Command Tower,Commander: Kamigawa: Neon Dynasty,commandtower
263061,0.39,0.49,0.2,Exotic Orchard,Commander: Kamigawa: Neon Dynasty,exoticorchard
263081,1.73,1.29,0.8,Fellwar Stone,Commander: Kamigawa: Neon Dynasty,fellwarstone
263105,6.86,11.99,5.94,Imposter Mech,Commander: Kamigawa: Neon Dynasty,impostermech
263082,0.65,0.59,0.38,Mirage Mirror,Commander: Kamigawa: Neon Dynasty,miragemirror
262837,3.59,4.49,2.5500000000000003,Ruthless Technomancer,Commander: Kamigawa: Neon Dynasty,ruthlesstechnomancer
262996,0.37,0.79,0.26,"Rishkar, Peema Renegade",Commander: Kamigawa: Neon Dynasty,rishkarpeemarenegade
263092,0.31,0.49,0.2,Spire of Industry,Commander: Kamigawa: Neon Dynasty,spireofindustry
263042,1.58,2.49,1.51,Sol Ring,Commander: Kamigawa: Neon Dynasty,solring
263086,2.42,,0.76,Smuggler's Copter,Commander: Kamigawa: Neon Dynasty,smugglerscopter
263073,1.53,2.29,1.41,Swords to Plowshares,Commander: Kamigawa: Neon Dynasty,swordstoplowshares
263102,3.65,5.49,4.16,Swift Reconfiguration,Commander: Kamigawa: Neon Dynasty,swiftreconfiguration
262832,8.51,9.49,6.25,"Yoshimaru, Ever Faithful",Commander: Kamigawa: Neon Dynasty,yoshimarueverfaithful
262050,49.88,69.99,46.87,"Boseiju, Who Endures",Kamigawa: Neon Dynasty,boseijuwhoendures
262770,0.48,0.69,0.31,Colossal Skyturtle,Kamigawa: Neon Dynasty,colossalskyturtle
262746,5.13,9.99,5.19,"Eiganjo, Seat of the Empire",Kamigawa: Neon Dynasty,eiganjoseatoftheempire
262443,0.34,0.49,0.15,March of Wretched Sorrow,Kamigawa: Neon Dynasty,marchofwretchedsorrow
262434,27.18,42.99,29.09,"Otawara, Soaring City",Kamigawa: Neon Dynasty,otawarasoaringcity
262259,0.38,0.39,0.17,Secluded Courtyard,Kamigawa: Neon Dynasty,secludedcourtyard
262466,0.26,0.35,0.15,Spell Pierce,Kamigawa: Neon Dynasty,spellpierce
262172,3.15,3.99,2.31,"Sokenzan, Crucible of Defiance",Kamigawa: Neon Dynasty,sokenzancrucibleofdefiance
262420,11.56,16.99,10.93,"Takenuma, Abandoned Mire",Kamigawa: Neon Dynasty,takenumaabandonedmire
262130,2.57,2.79,1.1400000000000001,Thousand-Faced Shadow,Kamigawa: Neon Dynasty,thousandfacedshadow
262694,0.97,1.29,0.64,Touch the Spirit Realm,Kamigawa: Neon Dynasty,touchthespiritrealm
262155,0.25,0.35,0.15,Twinshot Sniper,Kamigawa: Neon Dynasty,twinshotsniper
263926,61.04,74.99,58.78,"Boseiju, Who Endures",Promo Pack: Kamigawa: Neon Dynasty,boseijuwhoendures
263925,6.38,10.99,,"Eiganjo, Seat of the Empire",Promo Pack: Kamigawa: Neon Dynasty,eiganjoseatoftheempire
263949,0.55,0.69,0.81,March of Wretched Sorrow,Promo Pack: Kamigawa: Neon Dynasty,marchofwretchedsorrow
263924,31.18,49.99,37.89,"Otawara, Soaring City",Promo Pack: Kamigawa: Neon Dynasty,otawarasoaringcity
262500,4.03,3.49,2.87,Secluded Courtyard,Promo Pack: Kamigawa: Neon Dynasty,secludedcourtyard
263923,2.42,6.99,3.84,"Sokenzan, Crucible of Defiance",Promo Pack: Kamigawa: Neon Dynasty,sokenzancrucibleofdefiance
263984,13.94,23.99,,"Takenuma, Abandoned Mire",Promo Pack: Kamigawa: Neon Dynasty,takenumaabandonedmire
263942,1.92,3.99,1.8,Thousand-Faced Shadow,Promo Pack: Kamigawa: Neon Dynasty,thousandfacedshadow
255865,1.12,0.39,0.43,Abrade,Innistrad: Double Feature,abrade
255389,12.77,9.99,10.94,Deathcap Glade,Innistrad: Double Feature,deathcapglade
255601,4.14,2.29,3.3000000000000003,Dreamroot Cascade,Innistrad: Double Feature,dreamrootcascade
255539,0.89,0.79,0.52,Duress,Innistrad: Double Feature,duress
255686,9.0,11.99,9.84,Hullbreaker Horror,Innistrad: Double Feature,hullbreakerhorror
255772,6.43,7.99,5.58,Kessig Flamebreather,Innistrad: Double Feature,kessigflamebreather
255436,0.82,1.49,0.72,Pithing Needle,Innistrad: Double Feature,pithingneedle
255381,8.2,6.99,6.23,Shattered Sanctum,Innistrad: Double Feature,shatteredsanctum
255427,5.89,6.49,5.53,Stormcarved Coast,Innistrad: Double Feature,stormcarvedcoast
255566,8.16,7.49,4.0200000000000005,Sundown Pass,Innistrad: Double Feature,sundownpass
255774,5.29,5.99,4.15,"Teferi, Who Slows the Sunset",Innistrad: Double Feature,teferiwhoslowsthesunset
255591,33.96,42.99,40.63,The Meathook Massacre,Innistrad: Double Feature,themeathookmassacre
255536,0.86,0.69,0.56,"Thalia, Guardian of Thraben",Innistrad: Double Feature,thaliaguardianofthraben
247533,2.62,2.49,1.56,Command Tower,Commander Collection: Black,commandtower
247525,11.09,15.99,11.44,Reanimate,Commander Collection: Black,reanimate
247528,10.03,10.99,6.15,Sol Ring,Commander Collection: Black,solring
247526,8.64,9.49,6.21,Toxic Deluge,Commander Collection: Black,toxicdeluge
254178,0.6,0.79,0.46,Arcane Signet,Commander: Innistrad: Crimson Vow,arcanesignet
254242,0.89,1.99,0.67,Blasphemous Act,Commander: Innistrad: Crimson Vow,blasphemousact
254244,0.36,0.59,0.33,Command Tower,Commander: Innistrad: Crimson Vow,commandtower
254226,0.38,0.49,0.18,Exotic Orchard,Commander: Innistrad: Crimson Vow,exoticorchard
254048,1.97,4.49,1.92,Ghostly Pilferer,Commander: Innistrad: Crimson Vow,ghostlypilferer
254201,1.76,2.49,1.54,Sol Ring,Commander: Innistrad: Crimson Vow,solring
254168,1.74,2.29,1.53,Swords to Plowshares,Commander: Innistrad: Crimson Vow,swordstoplowshares
253063,0.2,0.35,0.15,Abrade,Innistrad: Crimson Vow,abrade
252856,3.6,6.49,2.75,Deathcap Glade,Innistrad: Crimson Vow,deathcapglade
252855,1.44,1.49,1.0,Dreamroot Cascade,Innistrad: Crimson Vow,dreamrootcascade
253668,6.53,8.99,5.03,Hullbreaker Horror,Innistrad: Crimson Vow,hullbreakerhorror
253555,3.71,5.49,3.5300000000000002,Kessig Flamebreather,Innistrad: Crimson Vow,kessigflamebreather
252854,2.41,2.79,2.18,Shattered Sanctum,Innistrad: Crimson Vow,shatteredsanctum
252853,2.63,3.49,2.58,Stormcarved Coast,Innistrad: Crimson Vow,stormcarvedcoast
252857,2.69,3.99,2.4,Sundown Pass,Innistrad: Crimson Vow,sundownpass
252859,0.45,0.49,0.36,"Thalia, Guardian of Thraben",Innistrad: Crimson Vow,thaliaguardianofthraben
248628,0.56,,0.46,Arcane Signet,Commander: Innistrad: Midnight Hunt,arcanesignet
248657,0.68,1.79,0.53,Avacyn's Pilgrim,Commander: Innistrad: Midnight Hunt,avacynspilgrim
248646,0.32,0.59,0.25,Command Tower,Commander: Innistrad: Midnight Hunt,commandtower
248600,2.05,1.79,1.29,Eternal Witness,Commander: Innistrad: Midnight Hunt,eternalwitness
248636,0.38,0.49,0.15,Exotic Orchard,Commander: Innistrad: Midnight Hunt,exoticorchard
248630,1.54,2.29,1.44,Sol Ring,Commander: Innistrad: Midnight Hunt,solring
248596,1.82,2.49,1.53,Swords to Plowshares,Commander: Innistrad: Midnight Hunt,swordstoplowshares
248764,2.46,2.79,2.07,Talisman of Dominance,Commander: Innistrad: Midnight Hunt,talismanofdominance
248314,0.3,0.35,0.15,Duress,Innistrad: Midnight Hunt,duress
247969,0.39,0.79,0.34,Pithing Needle,Innistrad: Midnight Hunt,pithingneedle
248179,3.16,5.99,3.23,"Teferi, Who Slows the Sunset",Innistrad: Midnight Hunt,teferiwhoslowsthesunset
248212,26.87,34.99,22.3,The Meathook Massacre,Innistrad: Midnight Hunt,themeathookmassacre
249602,0.43,1.29,0.4,Pithing Needle,Promo Pack: Innistrad: Midnight Hunt,pithingneedle
249598,4.13,5.49,4.39,"Teferi, Who Slows the Sunset",Promo Pack: Innistrad: Midnight Hunt,teferiwhoslowsthesunset
249500,26.25,32.99,27.77,The Meathook Massacre,Promo Pack: Innistrad: Midnight Hunt,themeathookmassacre
247273,,,,Asmodeus the Archfiend,AFR Ampersand Promos,asmodeusthearchfiend
247215,,,,Treasure Vault,AFR Ampersand Promos,treasurevault
247250,,,,Xorn,AFR Ampersand Promos,xorn
243588,0.35,0.49,0.15,Asmodeus the Archfiend,Adventures in the Forgotten Realms,asmodeusthearchfiend
243047,0.29,0.39,0.15,Plundering Barbarian,Adventures in the Forgotten Realms,plunderingbarbarian
243386,1.84,2.29,1.08,Treasure Vault,Adventures in the Forgotten Realms,treasurevault
243290,7.51,10.99,7.28,Xorn,Adventures in the Forgotten Realms,xorn
243883,0.46,0.99,0.47000000000000003,Arcane Signet,Commander: Adventures in the Forgotten Realms,arcanesignet
243841,2.48,2.49,1.55,Brainstorm,Commander: Adventures in the Forgotten Realms,brainstorm
243908,0.62,0.79,0.47000000000000003,Chaos Warp,Commander: Adventures in the Forgotten Realms,chaoswarp
244006,0.39,0.59,0.25,Command Tower,Commander: Adventures in the Forgotten Realms,commandtower
243993,0.35,0.49,0.21,Exotic Orchard,Commander: Adventures in the Forgotten Realms,exoticorchard
243988,0.86,1.79,0.71,Fellwar Stone,Commander: Adventures in the Forgotten Realms,fellwarstone
243957,1.6,3.99,2.05,Geier Reach Sanitarium,Commander: Adventures in the Forgotten Realms,geierreachsanitarium
243900,0.35,0.69,0.23,Light Up the Stage,Commander: Adventures in the Forgotten Realms,lightupthestage
243726,0.34,0.59,0.29,Loyal Apprentice,Commander: Adventures in the Forgotten Realms,loyalapprentice
243923,0.65,0.79,0.26,Mind Stone,Commander: Adventures in the Forgotten Realms,mindstone
244010,0.17,0.39,0.15,Mishra's Factory,Commander: Adventures in the Forgotten Realms,mishrasfactory
243926,4.87,6.49,2.6,Phantasmal Image,Commander: Adventures in the Forgotten Realms,phantasmalimage
243893,1.56,2.49,1.51,Sol Ring,Commander: Adventures in the Forgotten Realms,solring
243981,1.92,2.99,1.55,Swords to Plowshares,Commander: Adventures in the Forgotten Realms,swordstoplowshares
243930,3.77,3.99,2.35,Talisman of Indulgence,Commander: Adventures in the Forgotten Realms,talismanofindulgence
244420,1.51,1.29,2.6,Asmodeus the Archfiend,Promo Pack: Adventures in the Forgotten Realms,asmodeusthearchfiend
244493,3.36,2.99,2.86,Treasure Vault,Promo Pack: Adventures in the Forgotten Realms,treasurevault
244437,10.02,10.99,9.81,Xorn,Promo Pack: Adventures in the Forgotten Realms,xorn
238607,28.7,42.99,30.41,Arid Mesa,Modern Horizons 2,aridmesa
240154,1.04,1.49,0.88,Cursed Totem,Modern Horizons 2,cursedtotem
240166,4.16,6.49,3.9,Dauthi Voidwalker,Modern Horizons 2,dauthivoidwalker
240103,5.25,8.49,5.01,Endurance,Modern Horizons 2,endurance
240035,57.11,74.99,59.97,Esper Sentinel,Modern Horizons 2,espersentinel
240055,1.58,1.49,0.77,Dragon's Rage Channeler,Modern Horizons 2,dragonsragechanneler
239839,2.4,3.99,2.16,Goblin Bombardment,Modern Horizons 2,goblinbombardment
239807,4.57,5.99,3.39,Harmonic Prodigy,Modern Horizons 2,harmonicprodigy
239801,1.4,2.29,0.78,Ignoble Hierarch,Modern Horizons 2,ignoblehierarch
239769,13.86,16.99,14.05,Imperial Recruiter,Modern Horizons 2,imperialrecruiter
239836,4.01,4.49,3.12,Liquimetal Torque,Modern Horizons 2,liquimetaltorque
238608,30.45,42.99,29.68,Marsh Flats,Modern Horizons 2,marshflats
239686,0.28,0.35,0.15,Mishra's Factory,Modern Horizons 2,mishrasfactory
238609,35.37,39.99,36.45,Misty Rainforest,Modern Horizons 2,mistyrainforest
239750,0.2,0.35,0.15,Mogg Salvage,Modern Horizons 2,moggsalvage
240043,1.42,1.79,0.76,Persist,Modern Horizons 2,persist
240340,0.51,0.99,0.39,Ornithopter of Paradise,Modern Horizons 2,ornithopterofparadise
239857,43.41,54.99,45.19,"Ragavan, Nimble Pilferer",Modern Horizons 2,ragavannimblepilferer
238610,38.31,44.99,36.47,Scalding Tarn,Modern Horizons 2,scaldingtarn
239843,0.29,0.99,0.15,Skirge Familiar,Modern Horizons 2,skirgefamiliar
240037,33.45,44.99,36.19,Solitude,Modern Horizons 2,solitude
239741,16.13,17.99,11.58,Subtlety,Modern Horizons 2,subtlety
240149,2.77,2.79,2.49,Strike It Rich,Modern Horizons 2,strikeitrich
240341,0.31,0.35,0.15,Tavern Scoundrel,Modern Horizons 2,tavernscoundrel
239388,2.89,3.99,2.58,Unmarked Grave,Modern Horizons 2,unmarkedgrave
240279,0.38,0.79,0.15,Vile Entomber,Modern Horizons 2,vileentomber
238619,41.91,49.99,41.13,Urza's Saga,Modern Horizons 2,urzassaga
238611,27.01,37.99,29.05,Verdant Catacombs,Modern Horizons 2,verdantcatacombs
240045,14.43,21.99,15.09,"Yavimaya, Cradle of Growth",Modern Horizons 2,yavimayacradleofgrowth
236120,0.56,0.79,0.44,Arcane Signet,Commander 2021,arcanesignet
236143,0.42,0.79,0.26,Battlefield Forge,Commander 2021,battlefieldforge
236194,1.51,1.99,1.02,Blasphemous Act,Commander 2021,blasphemousact
236208,2.32,2.79,1.55,Brainstorm,Commander 2021,brainstorm
236151,0.4,0.69,0.31,Command Tower,Commander 2021,commandtower
236144,0.33,0.49,0.16,Exotic Orchard,Commander 2021,exoticorchard
236155,3.54,4.49,2.86,Great Furnace,Commander 2021,greatfurnace
236289,1.6,1.99,1.35,Incubation Druid,Commander 2021,incubationdruid
236110,0.91,0.59,0.25,Key to the City,Commander 2021,keytothecity
236587,1.07,,0.72,Llanowar Wastes,Commander 2021,llanowarwastes
236130,0.4,,0.31,Mind Stone,Commander 2021,mindstone
236200,3.09,,2.08,Ponder,Commander 2021,ponder
